credit_card_id,customer_id,credit_card_number,credit_limit,balance
10567,43,7534862005344415,1464.69,3891.15
10568,52,9807428873319888,3745.46,2891.14
10569,40,1526252455713174,1115.51,1289.27
10570,74,0761677300861743,2682.57,1245.86
10571,59,8049977879982368,4202.01,3492.01
10572,26,0468191175946588,3564.48,2973.82
10573,37,8869536574802589,2753.11,1220.45
10574,24,2663364895467393,3853.74,1282.86
10575,15,7184368661139985,3406.37,429.17
10576,92,4022267856480543,1059.05,3924.76
10577,50,5787606871900315,2194.38,4850.98
10578,55,0817974112102407,2653.61,443.46
10579,93,8034818884522331,2186.5,3426.83
10580,72,1652731128782172,3426.56,1139.62
10581,58,0358516476340928,1165.72,4329.17
10582,13,8723444380508009,4919.17,326.34
10583,80,4508828106261294,2224.68,347.67
10584,19,3260730819392820,3919.43,4299.96
10585,92,0577340993557418,4337.13,2634.15
10586,77,3140765434679792,3693.74,3092.56
10587,26,0413790720121013,3441.81,1653.61
10588,6,7756619139310546,1794.63,3736.02
10589,42,0276196718461959,4896.03,4383.58
10590,79,1597249614798240,4973.4,2092.71
10591,43,4413105645011205,4947.06,1719.89
10592,15,0290710213104806,2893.75,1774.9
10593,24,5868161643515362,3668.45,1339.71
10594,92,3568140230811448,3353.13,3380.99
10595,3,5103089804376551,2437.06,1802.32
10596,94,7173064262017356,2846.56,2991.46
10597,71,6233994554075996,2739.85,649.57
10598,29,4489904562726992,4607.75,4723.26
10599,90,9821988074320572,4701.79,3697.79
10600,93,0305370082701687,4074.27,2109.97
10601,83,2380966464707588,3519.7,119.11
10602,86,0090717744680136,4911.56,3868.65
10603,14,2673338269251983,1823.27,3347.01
10604,18,9794121853260924,2439.06,3563.64
10605,22,8266903724505575,1713.7,3247.26
10606,36,4216290412790335,3479.19,3161.58
10607,25,4762414203615977,3682.08,1660.64
10608,76,8568205788104058,2109.9,3302.78
10609,13,3424981259165301,3431.4,1575.09
10610,66,8124018906598451,1858.46,1707.44
10611,100,0274392094353674,3240.23,2060.45
10612,68,4199702904907211,1490.0,2.13
10613,3,9021860179249977,1984.33,40.77
10614,94,8479795431467920,1275.58,2132.56
10615,100,5390513112794431,4126.47,2773.29
10616,38,2241112508924636,2858.41,8.08
10617,23,8975081755656730,4285.76,879.79
10618,89,3570072719735163,4364.31,67.56
10619,36,1976536983762028,4800.49,212.14
10620,26,2046823308132377,3812.17,2033.19
10621,25,8836166948566416,4047.64,2802.62
10622,13,3081131003177862,4328.5,4825.49
10623,19,8757158604532509,3914.78,2213.17
10624,75,5418473122356821,1491.81,4269.25
10625,36,9174737538047599,4480.63,2915.43
10626,90,5447081758729679,1817.0,1854.75
10627,60,7325858987922145,2047.84,3932.92
10628,19,4609882694983068,3109.65,1606.64
10629,56,4244165222942620,4640.13,2531.31
10630,67,7237587134240167,2465.74,3672.49
10631,15,1947737643401261,1898.97,1815.62
10632,64,6341789539773096,2168.32,1878.03
10633,14,9623059271727361,4329.87,390.08
10634,84,1772599515291350,3140.68,2933.48
10635,88,0463044797429463,1522.58,3206.63
10636,13,6155003504561431,3939.92,875.45
10637,63,1145749454624624,2993.76,1596.55
10638,82,7149544194888857,2732.76,4115.45
10639,24,1757362475561826,3949.08,4798.91
10640,20,6218136174456043,1884.1,4496.55
10641,22,9057002062268094,1893.44,4638.39
10642,68,7357346651359286,3609.52,9.27
10643,46,1622234677924517,1291.03,2520.14
10644,53,9204441837098715,4662.49,3990.2
10645,91,3742415930845966,3640.16,1051.23
10646,100,2005841937105938,1078.9,1080.18
10647,44,8030745020997234,3228.96,2079.41
10648,32,0626372106092043,3984.65,3063.03
10649,38,7503728192495099,1380.14,4053.27
10650,97,2318897752848341,2521.92,798.04
10651,28,2856190455805125,1267.87,4381.0
10652,19,5888147107130368,4117.98,632.76
10653,55,4212676048380686,3834.82,3478.38
10654,27,4510492360636956,2728.37,2488.25
10655,55,4331022838380482,2337.02,3497.15
10656,50,9801873266181256,2440.01,830.75
10657,7,1030515562532821,4642.51,861.54
10658,29,2189871639696264,4594.68,979.9
10659,55,4355368431651406,1348.36,3837.82
10660,70,2254317456559558,3291.61,2621.63
10661,1,1798487093257413,2516.49,2369.19
10662,77,6088883726588870,2864.36,415.87
10663,69,5079125796683651,3357.98,1917.34
10664,19,1173521340289523,3545.62,3954.09
10665,92,8156619936142464,2906.13,4292.62
10666,80,3807002940522725,4794.57,4824.31
10667,92,6850570213426255,1056.95,1447.9
10668,56,3290933735260398,3706.06,1151.54
10669,12,2738119535583038,2850.62,4559.35
10670,44,4827516609707578,2817.35,3309.82
10671,76,7316288297736217,2312.85,3551.95
10672,13,2250310002856158,1188.69,3751.75
10673,90,1224195945503417,4456.74,4668.52
10674,97,8796561274003164,1948.81,2813.39
10675,49,0856837398936808,1085.74,2825.02
10676,80,8469761514880819,2084.22,4202.65
10677,11,9155051726157156,4681.58,4267.61
10678,30,5382114217254959,1076.22,2313.49
10679,53,5638534866530479,1317.43,3666.36
10680,90,1521661542254460,2437.24,3435.21
10681,92,4717992854124867,2230.64,2596.32
10682,16,7049086772042027,1076.19,2808.42
10683,32,9704296492878112,4435.62,146.49
10684,45,7958056651306103,4524.59,3312.41
10685,50,2257118931582093,2962.77,3951.74
10686,97,5659440595061204,2085.67,637.89
10687,95,7388701564448173,2488.74,3856.05
10688,78,8117917471996443,3799.99,2506.22
10689,46,5958855967006005,1539.1,3469.88
10690,23,4452852123116789,3750.5,2033.85
10691,37,3879206974809219,1646.25,1805.47
10692,74,5111874622403397,4912.98,2326.27
10693,24,6801417374652778,1322.39,205.9
10694,35,6214766436285013,2769.88,278.9
10695,51,7892856984962230,2067.9,2400.32
10696,38,0992674290848116,2125.42,662.9
10697,37,4805994598632790,3232.14,354.68
10698,84,2013899316486852,4054.04,3666.46
10699,87,2864458959957619,2613.5,1410.09
10700,80,8139661681866206,3534.38,932.61
10701,69,0046316395233375,1592.43,3032.65
10702,26,8033322210491128,1120.52,2543.39
10703,1,7727753119919106,1182.76,1544.45
10704,11,9470457940966758,4340.25,4598.6
10705,17,0133461710209420,2631.48,4206.29
10706,36,5491792129095460,4817.33,4897.5
10707,55,7003375925002315,1508.04,4744.54
10708,98,6073646710572934,4080.64,1437.57
10709,76,9535990073579813,2042.93,385.6
10710,47,4801050232847705,2755.42,2374.91
10711,11,9405039289437072,3691.74,1186.13
10712,28,4555485327964648,4460.47,2399.8
10713,90,7566909920426650,1942.48,4772.48
10714,100,0594715964832535,3641.49,4872.91
10715,32,3108879895861677,3307.53,4268.61
10716,93,5601919251944798,1135.52,4221.81
10717,81,0740936695901005,4622.1,3489.84
10718,45,0113872627003532,1763.53,1316.47
10719,88,3701821690775026,3018.43,973.9
10720,44,8129715414261294,1400.05,863.43
10721,37,9194902960443654,3999.41,3406.82
10722,97,7065452919854647,3467.15,4983.3
10723,29,4558343073537420,3576.39,1522.73
10724,5,7808752019691414,1182.76,1382.09
10725,38,3802767010911448,2720.72,484.26
10726,72,2038709555351658,2618.68,2690.28
10727,7,2962087504042288,3059.24,2638.08
10728,24,6802183243532280,4050.34,4955.5
10729,63,3574456291056990,3477.56,2783.99
10730,5,5476001788169698,2661.52,4533.92
10731,15,7585035556313948,4551.82,393.59
10732,21,6533081471064739,4082.92,1701.95
10733,24,4233733689949574,2616.94,326.62
10734,22,8621715515534495,1673.84,4485.68
10735,21,8926866244848516,4440.23,1167.65
10736,77,5625287780426986,4206.71,4203.48
10737,3,2943945612989429,1594.05,2522.36
10738,96,8596451336220114,4845.01,1553.44
10739,58,1413122707971617,2564.87,3264.83
10740,87,0224664383258497,1729.16,907.86
10741,96,5652688021575610,4234.23,4449.45
10742,11,5198615821173501,1273.24,952.72
10743,38,1709642239269139,1338.23,1954.69
10744,32,7263022241838664,1728.9,1793.3
10745,50,4344198978744254,4769.28,3437.42
10746,10,4971775172130831,3201.63,4126.24
10747,48,6014578531160557,2194.64,3600.54
10748,48,4708236058322742,3016.54,4042.4
10749,94,4749962099238840,3329.85,194.68
10750,66,9839269728943656,1440.24,2118.48
10751,45,6819645934393861,3207.57,4102.22
10752,10,9292143009615273,3854.16,2129.13
10753,88,3636750115075279,1282.34,3121.97
10754,88,1513988950103808,3668.66,444.33
10755,52,3870896867803241,2981.53,3030.06
10756,62,3883595067692561,3178.68,1638.29
10757,52,7207943108278910,3745.1,1641.69
10758,9,2923377828412938,2306.32,357.49
10759,52,1889957473556891,2366.59,4526.17
10760,12,2279213732257953,1081.72,3943.79
10761,67,7270913185894996,4394.25,1094.76
10762,73,4524249311343871,4462.73,146.06
10763,9,2245205717532204,2848.46,132.57
10764,12,0255458510111200,1979.04,2949.46
10765,88,4155304382168400,3574.36,2098.25
10766,39,2607560710233315,2274.19,4741.32
10767,47,8447241239619173,3821.56,1186.79
10768,52,1664019177295420,3553.58,3300.62
10769,77,0562527657888263,2021.54,2032.8
10770,96,6455867503135195,4936.43,4286.76
10771,26,3083486055805613,2846.1,160.87
10772,30,6351387397758276,2030.19,3939.72
10773,27,7134715225833712,2589.15,1603.59
10774,50,7716465650194745,1947.55,2568.42
10775,60,4915536904320626,4123.49,1922.0
10776,93,5360112433797131,2835.22,4842.16
10777,67,4992311478361448,2860.1,2144.57
10778,93,5818772425040172,3609.73,2183.46
10779,48,8615462005149981,1163.32,4883.84
10780,94,8063611461788053,3044.76,4356.64
10781,14,2862024781029355,3445.85,424.1
10782,46,8921412132882907,1575.1,4617.11
10783,64,1428674677317876,3475.89,4469.1
10784,30,2074128490284986,2050.37,3124.44
10785,16,7943068488760879,1376.82,4624.97
10786,61,6818473248102425,3931.9,3799.58
10787,49,3733581308234706,1834.11,2655.72
10788,18,1228215201618417,2280.78,859.84
10789,58,6773562847844544,4246.82,4240.11
10790,28,5452663913251331,2073.19,3258.9
10791,62,1929184460587203,4205.57,1700.16
10792,65,2343417872343611,2963.84,4332.3
10793,42,9428194368208854,4841.43,1492.69
10794,65,9804477159115569,1111.36,437.18
10795,68,9484366229131679,3298.12,76.33
10796,92,7585741610991336,3393.68,2714.54
10797,76,0604277616387418,1364.14,618.17
10798,86,0976005301589468,2488.43,0.5
10799,15,4655825185848479,4178.89,4433.42
10800,6,0473902436306985,2966.69,4013.97
10801,44,5035834873544086,2265.84,1668.32
10802,100,7793123964235227,2070.54,3475.74
10803,77,5964824194808679,2906.11,4527.19
10804,49,1499934265354264,2267.12,3182.78
10805,84,9671959737940608,3183.52,1666.74
10806,25,5055412599846725,3695.81,4155.9
10807,20,4896877786944743,1165.54,1955.5
10808,88,7678194470372117,1958.9,4330.15
10809,19,4917449304581126,1859.13,634.98
10810,29,0196051747971680,3361.91,414.04
10811,77,5787754613072164,3486.15,3626.6
10812,58,0869035453071381,4762.54,382.43
10813,86,2953715322701400,3761.57,110.55
10814,79,9759076496010671,3919.17,4304.97
10815,94,0235949201328875,1888.74,4316.81
10816,75,4357490958518252,1340.62,825.35
10817,24,0841959069823673,4129.53,2585.7
10818,25,9590141218433406,3237.94,308.81
10819,90,4343010863260032,4598.06,3886.46
10820,43,2228222502791120,1922.1,4571.81
10821,47,2570138434567139,2612.14,4714.18
10822,94,4915924598899091,4521.64,3386.68
10823,83,8222250029134879,1567.08,1814.24
10824,71,2490419615312032,3576.41,4416.59
10825,1,6389155140953305,2249.88,1732.63
10826,75,6109560809144706,3364.34,1977.31
10827,38,9180263788163748,3547.06,2343.26
10828,12,4798861716489468,1685.97,3453.24
10829,38,5335819160629881,1789.44,1740.98
10830,97,8432988771703568,4902.28,1951.16
10831,34,4052231624280019,2116.57,3673.54
10832,1,9540496113623121,2612.11,1923.92
10833,79,6607817814459631,4864.95,2642.02
10834,8,1535540840243336,4131.66,269.95
10835,49,9733239792344253,2823.88,4397.33
10836,10,9248458741191483,1227.13,4057.87
10837,12,0766615575471100,1265.01,4543.8
10838,52,2964847718541917,4129.04,1319.13
10839,53,8842541853387883,3329.18,2560.33
10840,13,0430528766862829,2531.03,1997.21
10841,64,6563441836413634,2502.72,589.78
10842,44,7908484904216985,3965.59,3322.76
10843,64,9086986121522305,4913.05,773.46
10844,70,8885254418905072,2820.83,4082.67
10845,3,8617193633540067,1253.48,2470.72
10846,67,0395169643518889,2981.54,4316.21
10847,58,2546389561184044,4911.78,606.24
10848,73,0521675894580099,3235.86,4884.15
10849,48,3526632015460580,2291.11,1886.39
10850,42,9945269915235179,4639.47,2365.82
10851,6,5145482033635346,2542.54,628.14
10852,90,9085061310407329,1454.86,4086.69
10853,40,7087281581627088,2307.71,1301.58
10854,68,0396597613760724,3286.48,4460.8
10855,89,0854759534119283,1875.34,1409.61
10856,78,9509900511622396,2933.51,997.74
10857,8,6168090043864694,2663.03,199.74
10858,23,2531273671244837,3527.67,3854.65
10859,41,7673928380213833,2520.69,3507.6
10860,8,1977470275758927,4657.31,4192.97
10861,36,9716386079829847,3947.16,334.4
10862,3,8673661719889296,3347.62,2748.55
10863,67,6484111039170110,4288.03,4122.92
10864,11,3825803479562101,1343.47,938.57
10865,25,9205477598217326,3332.92,3199.32
10866,8,7701733775061898,4032.48,2924.18
10867,65,4252534883762894,4658.15,1121.17
10868,60,0449416902572649,2990.35,3760.78
10869,7,8248908855293800,2700.19,2319.96
10870,75,0836486601850678,3148.29,1859.18
10871,24,7022148451782642,1468.16,3912.94
10872,15,3131736908116718,4497.48,2430.8
10873,3,0736953358146484,1161.56,2284.2
10874,76,1068830431349614,2775.26,3038.99
10875,25,8893289370925396,1049.83,3384.39
10876,47,8924839015611928,2246.0,3514.12
10877,48,1481933684890582,2334.96,2479.09
10878,11,1272866053670180,1202.53,462.04
10879,74,0704701443876472,3759.02,3215.81
10880,1,0073006457549968,3000.81,1341.4
10881,14,1286403882515587,2398.67,3004.63
10882,9,2272259152043388,4467.17,469.1
10883,72,1649395741843670,1977.14,114.87
10884,2,2777376407605878,3050.82,2287.7
10885,10,3734343781172845,3748.51,4656.62
10886,23,1029352659784094,4382.24,331.01
10887,49,3152719938208311,3457.42,4002.33
10888,57,5153850970514872,2705.04,2902.3
10889,24,5545218381306363,1933.14,720.71
10890,64,9682133302276231,3624.52,1800.86
10891,89,6468131015836358,2704.06,1485.25
10892,13,1251829778743992,2604.53,71.28
10893,61,7245594926779697,3580.91,1399.32
10894,50,5077659248324502,2970.57,1205.79
10895,78,2678405008393444,3005.32,1557.2
10896,79,4089034527462688,2562.96,1933.49
10897,93,9796638376364852,3094.72,2659.86
10898,93,2228009384055596,2951.11,2029.04
10899,87,5779519322766280,2360.32,1940.59
10900,85,7944334855991493,3027.38,1486.49
10901,45,4370360850931503,1544.84,1897.88
10902,82,1339611276828306,4587.82,2221.76
10903,12,2267275655678388,4081.02,1048.61
10904,76,7930140661373124,3173.2,2754.77
10905,39,2395184965476643,3354.41,1219.47
10906,15,0237768505729541,1932.47,2235.21
10907,19,4926794600860979,3893.8,4647.34
10908,16,2092811310491993,1805.27,1868.02
10909,32,3837178329188072,4929.67,383.02
10910,31,0373272159389221,2516.54,2486.06
10911,7,9985377339420554,4657.05,3697.38
10912,69,6059244710620671,3482.9,3353.01
10913,32,8573767736102963,3448.98,3050.3
10914,37,8263933836695038,4258.56,2929.28
10915,40,4240816263538725,3716.81,1426.11
10916,38,7888926046206280,1348.02,3991.0
10917,5,4535529621854775,2458.47,3663.58
10918,24,0850531456376927,4195.66,3261.33
10919,95,7141968440793080,2857.36,3566.86
10920,8,9043628815426373,1856.17,4571.19
10921,59,9745957393988362,1525.84,1494.93
10922,9,9548007852634833,1318.12,1000.25
10923,1,5486106930747224,4120.64,3038.23
10924,54,3005407114244148,2175.28,4652.29
10925,62,1893815126851153,1741.84,4289.58
10926,98,1763783706270935,2321.58,2359.13
10927,39,1601227860271294,4578.69,3193.14
10928,79,8201367539416653,1765.31,178.31
10929,63,6263920178059020,2233.77,4088.48
10930,46,1409397817085596,3432.84,3192.88
10931,55,3804593872763749,1426.18,4023.43
10932,89,8834161537962636,1833.18,248.16
10933,71,1674964537909992,2319.92,1943.83
10934,14,5437388268146687,2505.84,1142.86
10935,45,0751810551174442,3724.42,4313.59
10936,32,9118880041141385,2555.96,3023.11
10937,32,3441743319175668,2659.98,4078.4
10938,97,9455301783494136,3210.88,1444.61
10939,25,4916596637698126,2363.86,2169.59
10940,30,7685400337564328,1775.79,4019.83
10941,65,5461460821653099,3378.68,251.29
10942,66,1640032448748389,3127.2,2992.1
10943,44,3816964656013067,1191.83,4654.79
10944,37,4566664488803863,3869.99,1167.51
10945,15,2915733190449612,4759.87,3598.75
10946,5,0396499349981832,3576.74,4892.79
10947,44,0933608181884205,4979.04,13.83
10948,76,1062734615036097,2849.2,425.74
10949,29,6271842283614241,2126.52,3051.83
10950,98,1901265872478822,1178.94,1170.82
10951,46,9340696171906762,3515.69,2395.81
10952,66,1534969288488086,2153.74,615.49
10953,97,5461161290335974,1907.06,1529.95
10954,30,7982842137448865,1236.93,1229.8
10955,44,8348933967472036,4917.71,3136.02
10956,70,2009228836397429,1902.76,3451.54
10957,9,2282707483137483,3420.54,1599.6
10958,93,7317064821492759,4867.26,4193.86
10959,25,5624158865608474,3314.12,1906.38
10960,36,6986310531611704,3033.61,1036.72
10961,50,0347378217082821,2745.03,3152.39
10962,40,3975138350467592,1991.81,3475.03
10963,30,0728868963351779,2176.19,691.73
10964,13,7680765045206503,4225.74,4101.62
10965,53,5855021519773190,4140.43,2255.46
10966,12,3868665112474101,2411.14,4294.29
10967,9,8857505260884360,4336.46,4308.31
10968,76,8135921578149140,2977.38,776.6
10969,99,5708079782126901,3297.01,2130.25
10970,53,0065330352309452,1571.29,331.6
10971,71,1046948538406840,3606.89,3582.0
10972,55,1977731375825369,4955.09,672.36
10973,33,1251202887431300,4642.33,1992.78
10974,76,5509635060735491,2810.46,4449.41
10975,78,8840393605170717,2620.16,1316.48
10976,23,0760479778215451,3965.4,389.5
10977,64,3252919789756197,2353.43,2562.41
10978,47,1664553310880160,1347.41,3806.85
10979,78,5217494417053001,1036.01,3721.51
10980,35,9916252830625092,2649.23,2520.18
10981,24,5491072718771692,3212.78,2685.54
10982,56,6202667141906296,4640.15,1618.98
10983,75,6737495334207807,1456.46,2465.15
10984,73,4754077794959755,4487.91,4615.75
10985,49,8055113308051247,2477.52,799.01
10986,54,2790153787130458,3964.16,1995.78
10987,66,7096676707005061,2521.55,2409.76
10988,78,3905206144334226,1561.06,3280.47
10989,29,9878937354669299,2865.86,3625.97
10990,89,8336392348150289,3677.87,1777.32
10991,89,0502645796294021,1799.38,638.15
10992,61,3442885769589992,3095.07,1208.61
10993,12,6223752992051706,4526.17,1128.03
10994,33,6832523590502508,3500.11,4879.54
10995,85,3554936826733024,2452.33,3958.59
10996,75,8471891260735845,4245.98,4841.72
10997,74,2780385676482398,3936.05,4096.39
10998,62,9939019737571155,3676.61,3665.3
10999,53,9379007571263013,4207.81,1707.45
11000,66,8133448891931015,2328.03,1781.21
11001,81,8168469841601730,2292.97,1061.5
11002,56,8474365286632788,3147.03,3872.46
11003,91,3139694345353430,1920.04,315.29
11004,2,7492299210086209,2752.38,2284.31
11005,81,6399868348850830,2065.88,365.63
11006,75,1027626384449275,3862.92,4817.16
11007,56,7180564734117419,3549.03,3109.06
11008,67,3925820324274698,2057.06,1273.1
11009,44,8565091545920334,3781.29,1398.05
11010,4,6971369104474890,1730.22,1882.07
11011,91,1212854688346379,1605.97,2514.97
11012,100,1015082417168436,1207.17,3527.19
11013,63,2121623812681348,4978.15,3149.55
11014,39,9720647867372076,3486.25,574.33
11015,35,3150275415613976,2634.16,3321.14
11016,37,6073903154678568,3871.28,2987.37
11017,93,3729034439528001,2244.34,4811.96
11018,49,6124123131536364,3825.8,4940.58
11019,44,5623312917445596,1950.27,645.08
11020,72,0164822760785859,4200.98,1815.91
11021,40,0763082294956603,2299.5,2847.05
11022,77,8366427379196221,3606.08,2713.34
11023,65,2004217560720482,3728.47,2684.65
11024,70,0428606198481395,3317.64,3704.22
11025,72,4643860050605014,4450.82,2131.92
11026,28,0640515583087711,2670.42,411.68
11027,22,9132924523412575,1786.22,4727.76
11028,81,0639114313799061,1185.04,489.75
11029,60,2025538489549591,2905.59,2812.46
11030,78,0575725129167856,3418.87,352.28
11031,3,6003399051371378,2976.26,4588.3
11032,27,9690515790799966,2675.86,552.44
11033,32,3948332287037281,3926.0,1162.18
11034,71,7979709525200003,4052.08,1890.22
11035,95,1296923698526825,4081.82,1130.36
11036,22,4859729784471264,2234.69,2916.22
11037,47,5259064336827160,1688.98,864.25
11038,93,3780200679397851,4687.83,3256.99
11039,1,5868404868627284,2056.06,1059.99
11040,41,0756304981988116,2328.26,352.64
11041,53,3846697088596525,3764.56,4245.13
11042,77,8480242135837649,3476.44,2023.42
11043,80,1020644380218752,3652.03,3499.3
11044,25,5963734106139643,1195.21,145.22
11045,55,3080792212927810,1116.05,1520.61
11046,45,4451430222525682,4548.81,1558.22
11047,10,7273885010140223,1035.84,1239.42
11048,53,4342925436794810,3622.23,2931.69
11049,77,6129979170788051,1296.63,1366.83
11050,42,7198415357864215,4128.0,3230.79
11051,85,9822998653552481,3901.95,1017.67
11052,83,7924692759406325,1186.38,1731.71
11053,97,4716228073473875,2239.74,3344.33
11054,24,0776801588231161,4035.19,3098.79
11055,66,3218510181176450,4382.24,4448.38
11056,77,2052196307935978,1040.19,430.24
11057,47,3435320424179513,1734.27,317.82
11058,75,1956288702035163,2860.21,2568.3
11059,43,3023764775792228,4699.79,3493.24
11060,19,9940421864694451,1509.74,571.3
11061,30,8178886584124632,4285.64,3802.1
11062,78,5706436814456453,1573.38,2811.57
11063,85,7983896322372974,1482.44,2794.09
11064,54,8324610041854399,2011.66,4912.29
11065,59,8873199534675311,3457.55,2052.65
11066,69,7717735367527255,3226.21,2226.16
11067,60,5750134159742854,4731.71,4695.06
11068,98,7550170759774874,4716.56,4989.76
11069,50,9073280386957228,2650.62,3588.16
11070,84,8030257267921313,1438.83,3599.16
11071,26,8689067214081515,3650.58,3351.51
11072,89,0816670195330793,1086.29,3715.56
11073,95,2336840613732928,1585.42,1770.35
11074,65,0398592651655318,2274.93,4227.82
11075,31,7053299174696715,4033.78,1739.19
11076,17,9628399905182047,1421.61,4790.07
11077,88,8476901010442607,2356.29,1204.37
11078,18,1146064408042797,3295.36,1153.72
11079,25,0896548364021504,3144.39,485.6
11080,17,3926620027962895,2801.37,246.4
11081,8,3713145088688193,4270.41,1332.94
11082,63,8594201953602761,4734.87,1331.27
11083,19,7988267527767696,3535.98,3688.68
11084,85,2204425344457308,3760.13,507.81
11085,40,8477609212799024,1250.73,2563.5
11086,91,3318843547644807,2253.62,4427.52
11087,67,7255958539612429,3206.47,1368.36
11088,49,6845098008090865,3927.03,3050.12
11089,26,0244143735670388,3069.3,1274.67
11090,19,4016680624157702,4686.02,1066.94
11091,27,7683683701139744,4925.05,1614.8
11092,20,3434479341342233,4813.82,2360.64
11093,88,6403925624571705,2079.76,2562.9
11094,25,6797844131474062,4979.93,4021.99
11095,22,0678477402819365,4226.34,4913.19
11096,64,5790296993340043,1557.87,1624.49
11097,6,6390252895210850,3593.58,343.35
11098,55,9712652843528777,3233.83,1755.61
11099,48,9410264555280736,4525.47,1531.53
11100,74,3432575810915657,1277.48,567.63
11101,92,3690849143744663,3278.02,297.27
11102,31,1879046805997033,2614.39,4801.73
11103,65,4447644406430279,3841.36,342.81
11104,26,9062782141135243,2926.76,3180.47
11105,11,8403747284751875,2813.78,3052.99
11106,64,1572383798915097,4877.13,3674.8
11107,53,1782449132393742,2078.67,1664.31
11108,58,9642403167009724,4485.05,2141.2
11109,75,3966495345228241,3078.15,4578.57
11110,50,7148065026170485,4025.4,2290.17
11111,72,2317118746712758,2133.08,4726.01
11112,71,3604864422496252,1724.83,3406.44
11113,55,1562848806683582,2250.24,3863.91
11114,91,7954230948064214,3479.2,2467.22
11115,46,4803368233347091,2875.51,4237.19
11116,41,5469965295316384,2182.66,632.59
11117,98,5814490612953706,3266.67,4979.14
11118,85,8277949966377894,4638.91,3329.51
11119,14,9941037608530279,2396.03,2760.15
11120,88,0909630932754370,1248.67,4290.28
11121,17,3191910628613695,2286.07,737.31
11122,96,7612992465461978,2369.56,3771.96
11123,35,4618782179429305,4381.41,117.88
11124,36,0898721308920387,4068.76,1833.97
11125,3,2468989857696202,2227.58,107.02
11126,53,1401988051296701,3123.72,1037.17
11127,50,7547703400220070,1568.97,4498.79
11128,39,4568943912608561,2121.72,4903.4
11129,67,5101459951278867,4998.34,2214.58
11130,42,3934612812652913,1647.21,4976.42
11131,27,1311569271856984,4537.77,4459.68
11132,27,7812940028721311,3040.4,4720.23
11133,52,3905474731748023,4788.18,167.02
11134,1,5054795902739261,1606.46,3087.62
11135,69,3864798387314128,3533.88,3446.35
11136,26,6758829941623484,4503.98,255.4
11137,27,6291777599924914,2525.52,3914.55
11138,64,8808174309186494,4624.58,2338.3
11139,74,3111329232092742,2987.2,1703.04
11140,28,5822696223352153,1771.55,4609.44
11141,6,7106834453503494,1175.65,1101.14
11142,22,5503407709338489,3555.78,4915.27
11143,95,2246773584171271,4943.47,785.53
11144,91,6359709083063407,3240.65,1296.38
11145,86,7089019266617152,4760.75,403.37
11146,56,8170626655066044,2090.36,1867.89
11147,3,9382249567690404,4914.15,4859.12
11148,11,9835010669198745,4507.81,2216.06
11149,29,7943890768305418,1253.45,2598.77
11150,9,7477847829905282,1409.25,1535.64
11151,13,9573412922497997,2811.89,1902.11
11152,61,9634355101831017,1060.14,4283.23
11153,83,0381677375870274,1736.51,1312.53
11154,23,8415911132590050,2293.26,1335.13
11155,33,6225985319912729,1721.21,2863.82
11156,44,1772823185695693,1704.39,1348.48
11157,55,0646937592418598,3204.12,4553.1
11158,33,9185930726018472,1616.28,2481.13
11159,88,8455141718834714,4908.33,2582.71
11160,47,5261571081349068,1659.67,3136.42
11161,75,7558430917108445,2868.56,2778.48
11162,14,7477267548948092,2493.52,1709.18
11163,35,3520473756241825,2776.33,4778.8
11164,94,0109405571170638,2792.55,4720.86
11165,2,6521741792932961,3559.21,3612.97
11166,65,0536143865123064,4332.67,2073.37
11167,80,6215089413523690,2541.55,2689.22
11168,35,5411773078093186,3464.82,272.27
11169,77,6464271418054307,2672.73,4021.44
11170,23,7034263810362177,4547.2,2863.58
11171,64,2041448007529484,4674.98,3392.8
11172,49,1795971397031052,4484.2,925.45
11173,98,5360628914488519,4133.52,201.62
11174,95,3476675233331010,2984.96,2396.01
11175,36,6429057287369437,2594.95,674.28
11176,31,2373413944079800,4086.07,1413.42
11177,87,0501493379278355,4610.69,2624.5
11178,47,8403948828915336,3271.07,2461.48
11179,77,6663493078124478,4789.96,2737.46
11180,42,9215299764332109,3549.18,1573.35
11181,89,7511241677706434,2522.71,70.99
11182,97,5504686539463404,4908.78,393.1
11183,98,4524043978372371,1453.03,4077.77
11184,4,4707130486489673,1709.01,1500.88
11185,46,3273026785654043,1290.67,2172.63
11186,55,7004610356714379,4172.56,2388.69
11187,90,0336403842819245,1424.75,2567.97
11188,63,3644366166125476,3259.23,2692.56
11189,56,3312449997700532,4676.43,3890.93
11190,17,1313986325879988,1742.3,1650.59
11191,23,1153933025251946,3333.86,3381.5
11192,67,0985987319453411,4112.56,4310.79
11193,88,4421938062355107,2250.83,2854.75
11194,12,6112364037943508,4265.26,559.14
11195,41,6513215625651841,1691.22,4961.03
11196,50,1126051244984309,1867.43,847.22
11197,61,9173907059564605,1229.12,1410.66
11198,91,4134207067707211,3237.87,3341.86
11199,27,0287067408943222,3969.28,441.94
11200,3,1036208921707864,4775.18,2052.9
11201,14,5705445514211520,1946.4,279.0
11202,56,0528848656569379,4111.25,4822.24
11203,98,6549231082146138,1234.8,2051.89
11204,60,2832737119904923,2861.62,1071.42
11205,33,7865298480405050,1882.84,2068.03
11206,83,1480372802733705,2640.93,3598.23
